PhraseId,Phrase,Sentiment
126285,"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",2
126301,"It 's affecting , amusing , sad and reflective .",3
126311,"By turns gripping , amusing , tender and heart-wrenching , Laissez-passer has all the earmarks of French cinema at its best .",3
126329,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,1
126342,... hokey art house pretension .,1
126347,"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",3
126370,Then Nadia 's birthday might not have been such a bad day after all .,2
126380,"A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .",4
126410,"It 's a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni .",0
126431,An excellent sequel .,4
126434,Never comes together as a coherent whole .,1
126440,"Its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .",1
126466,prechewed,1
126476,The first five minutes will have you talking 'til the end of the year !,3
126486,"A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",0
126505,"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .",4
126530,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,0
126556,"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",0
126582,"Seems based on ugly ideas instead of ugly behavior , as Happiness was ... Hence , Storytelling is far more appealing .",4
126602,"Weird , vulgar comedy that 's definitely an acquired taste .",2
126609,"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",2
126643,"Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .",3
126668,... wise and elegiac ...,4
126672,It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .,3
126691,"Very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .",0
126711,"The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .",4
126731,"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .",4
126761,"Without -LRB- De Niro -RRB- , City By The Sea would slip under the waves .",1
126773,It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .,1
126798,A movie of riveting power and sadness .,4
126803,More of an intriguing curiosity than a gripping thriller .,2
126812,"A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",3
126836,"... instead go rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance .",1
126861,"While we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for Blade II .",3
126883,This action-thriller\/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,1
126905,"Brown Sugar signals director Rick Famuyiwa 's emergence as an articulate , grown-up voice in African-American cinema .",3
126922,Almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what William James once called ` the gift of tears . ',4
126948,"Such a fine idea for a film , and such a stultifying , lifeless execution .",1
126962,Avary 's film never quite emerges from the shadow of Ellis ' book .,2
126974,What should have been a painless time-killer becomes instead a grating endurance test .,1
126988,"It 's endlessly inventive , consistently intelligent and sickeningly savage .",4
126998,"The journey is worth your time , especially if you have Ellen Pompeo sitting next to you for the ride .",3
127014,"While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",1
127030,Leaves viewers out in the cold and undermines some phenomenal performances .,1
127041,"A tired , unimaginative and derivative variation of that already-shallow genre .",1
127052,"Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .",3
127076,A bit too eager to please .,1
127081,The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .,0
127102,10 minutes into the film you 'll be white-knuckled and unable to look away .,4
127115,"The determination of Pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop .",4
127146,Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,3
127172,"The Movie is clever , offbeat and even gritty enough to overcome my resistance .",3
127185,The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet .,3
127204,It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .,3
127218,A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .,4
127241,Will no doubt delight Plympton 's legion of fans ; others may find 80 minutes of these shenanigans exhausting .,2
127258,"Behind the glitz , Hollywood is sordid and disgusting .",0
127268,"Once folks started hanging out at the barbershop , they never wanted to leave .",3
127282,-LRB- Has -RRB- an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .,3
127301,"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament .",0
127342,Malone does have a gift for generating nightmarish images that will be hard to burn out of your brain .,2
127360,Arty gay film .,2
127363,There 's a part of us that can not help be entertained by the sight of someone getting away with something .,3
127380,Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .,3
127401,Provides a very moving and revelatory footnote to the Holocaust .,4
127409,"Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .",3
127428,A movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,1
127442,Manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,3
127459,"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",4
127475,"Cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in .",3
127495,journalism of the 1960s .,2
127500,"Pretty much sucks , but has a funny moment or two .",1
127511,"It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",3
127542,"A shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and Rocawear clothing .",1
127563,"What Madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .",1
127590,Baby-faced Renner is eerily convincing as this bland blank of a man with unimaginable demons within .,3
127606,"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",2
127620,"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",3
127654,"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",4
127670,"-LRB- T -RRB- his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .",0
127691,"In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .",2
127710,"My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss .",4
127744,Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .,3
127764,"Not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general .",1
127781,Looks and feels like a low-budget hybrid of Scarface or Carlito 's Way .,1
127794,"and your reward will be a thoughtful , emotional movie experience .",4
127804,"Kwan is a master of shadow , quietude , and room noise , and Lan Yu is a disarmingly lived-in movie .",3
127825,Neil Burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present .,4
127845,The Komediant is a tale worth catching .,3
127852,"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",3
127865,Feeling like a dope has rarely been more fun than it is in Nine Queens .,2
127880,"Of all the Halloween 's , this is the most visually unappealing .",0
127891,"Funny , sexy , devastating and incurably romantic .",4
127899,Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia .,4
127915,"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers .",1
127943,"It 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",3
127970,"I did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",0
127991,"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .",1
128011,-LRB- MacDowell -RRB- ventures beyond her abilities several times here and reveals how bad an actress she is .,0
128029,"The question hanging over The Time Machine is not , as the main character suggests , ` what if ? '",2
128044,More good than great but Freeman and Judd make it work .,3
128053,"This is a story that zings all the way through with originality , humour and pathos .",4
128065,"When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .",2
128089,A movie that 's about as overbearing and over-the-top as the family it depicts .,1
128102,"I liked it because it was so endlessly , grotesquely , inventive .",3
128114,This story of unrequited love does n't sustain interest beyond the first half-hour .,1
128125,"The smash 'em - up , crash 'em - up , shoot 'em - up ending comes out of nowhere substituting mayhem for suspense .",2
128148,Suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,0
128160,"A fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .",1
128184,Offers a guilt-free trip into feel-good territory .,4
128192,One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .,4
128211,"While not quite `` Shrek '' or `` Monsters , Inc. '' , it 's not too bad .",3
128226,"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .",3
128262,"ou 've got to love a Disney pic with as little cleavage as this one has , and a heroine as feisty and principled as Jane .",3
128289,As simple and innocent a movie as you can imagine .,3
128296,I have a confession to make : I did n't particularly like E.T. the first time I saw it as a young boy .,1
128315,"Put it somewhere between Sling Blade and South of Heaven , West of Hell in the pantheon of Billy Bob 's body of work .",2
128337,The Hanukkah spirit seems fried in pork .,1
128346,"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",0
128375,Witty dialog between realistic characters showing honest emotions .,3
128383,"13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas .",2
128417,"The film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",0
128442,Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .,1
128456,"In many ways , reminiscent of 1992 's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",2
128486,"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint .",3
128509,"Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years",4
128532,The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 \/ 11 New York and onto a cross-country road trip of the Homeric kind .,1
128558,Boomers and their kids will have a Barrie good time .,3
128567,"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .",4
128609,Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .,1
128623,Its rawness and vitality give it considerable punch .,3
128631,"It 's the kind of under-inspired , overblown enterprise that gives Hollywood sequels a bad name .",0
128644,"Whatever complaints I might have , I 'd take -LRB- its -RRB- earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .",3
128676,It 's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow .,1
128705,Ryan Gosling ... is at 22 a powerful young actor .,4
128715,"A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career .",2
128754,"Every joke is repeated at least -- annoying , is n't it ?",1
128763,"Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude .",2
128788,"It 's a strange film , one that was hard for me to warm up to .",1
128803,A haunting tale of murder and mayhem .,3
128810,"If you 're part of her targeted audience , you 'll cheer .",3
128822,"Director Kevin Bray excels in breaking glass and marking off the `` Miami Vice '' checklist of power boats , Latin music and dog tracks .",2
128848,"A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",3
128874,"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",2
128905,"In the end , the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide .",3
128937,"If you 're not deeply touched by this movie , check your pulse .",4
128947,"The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .",3
128981,I 'm guessing the director is a magician .,3
128989,"For the most part , it works beautifully as a movie without sacrificing the integrity of the opera .",3
129000,Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .,3
129016,It 's touching and tender and proves that even in sorrow you can find humor .,3
129029,"Oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",3
129052,The film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture .,1
129074,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",1
129090,"... Tara Reid plays a college journalist , but she looks like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't know what she 's doing in here ...",1
129128,"It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .",1
129153,"Any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .",0
129174,Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .,2
129188,As original and insightful as last week 's episode of Behind the Music .,1
129198,"A dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",0
129216,mired in a shabby script,1
129239,What 's hard to understand is why anybody picked it up .,0
129249,"Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .",0
129276,Its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up .,2
129300,"The film 's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter .",3
129324,"It 's like an old Warner Bros. costumer jived with sex -- this could be the movie Errol Flynn always wanted to make , though Bette Davis , cast as Joan , would have killed him .",2
129360,The problematic characters and overly convenient plot twists foul up Shum 's good intentions .,1
129374,The film desperately sinks further and further into comedy futility .,0
129383,"The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .",4
129398,"What ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between Americans and Brits .",0
129426,"With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve .",1
129445,Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .,2
129467,`` Extreme Ops '' exceeds expectations .,3
129472,"I know I should n't have laughed , but hey , those farts got to my inner nine-year-old .",3
129491,Uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...,1
129505,The film 's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film 's production design .,2
129524,"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .",3
129555,Huppert and Girardot give performances of exceptional honesty .,4
129564,"Tense , terrific , sweaty-palmed fun .",3
129571,"It 's refreshing that someone understands the need for the bad boy ; Diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",4
129599,A lovely film for the holiday season .,3
129603,Though Jones and Snipes are enthralling,3
129609,Devoid of any of the qualities that made the first film so special .,0
129620,This is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .,1
129641,"A thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` The Thing ' and a geriatric ` Scream . '",0
129666,"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",3
129685,A pure participatory event that malnourished intellectuals will gulp down in a frenzy .,2
129700,"Ah , what the hell .",2
129704,Parris ' performance is credible and remarkably mature .,3
129713,"God is great , the movie 's not .",2
129716,"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",4
129731,Highly engaging .,4
129732,Will you go ape over this movie ?,2
129738,"... an hour-and-a-half of inoffensive , unmemorable filler .",0
129746,"It 's not a bad premise , just a bad movie .",0
129752,"Schnitzler 's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .",2
129777,"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",1
129797,"... begins with promise , but runs aground after being snared in its own tangled plot .",1
129815,"insightfully written , delicately performed",4
129819,There 's nothing remotely topical or sexy here .,1
129827,"The movie 's messages are quite admirable , but",2
129836,"In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .",2
129850,The results are far more alienating than involving .,1
129855,"It forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",1
129882,"Neither quite a comedy nor a romance , more of an impish divertissement of themes that interest Attal and Gainsbourg -- they live together -- the film has a lot of charm .",3
129911,Graham Greene 's novel of colonialism and empire is elevated by Michael Caine 's performance as a weary journalist in a changing world .,3
129934,"If that does n't clue you in that something 's horribly wrong , nothing will .",0
129948,Has all the right elements but completely fails to gel together .,2
129959,"Never Again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",3
129973,The magic -LRB- and original running time -RRB- of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .,3
129996,A tasty masala .,3
130000,Cherish would 've worked a lot better had it been a short film .,1
130011,You 'll end up moved .,3
130015,"A sweet , tender sermon about a 12-year-old Welsh boy more curious about God than girls , who learns that believing in something does matter .",3
130038,What it lacks in substance it makes up for in heart .,3
130047,Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,0
130066,"Reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script",1
130081,The trashy teen-sleaze equivalent of Showgirls .,1
130088,"Snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",1
130131,"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",1
130161,Buries an interesting storyline,2
130181,"This one is a few bits funnier than Malle 's dud , if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks .",3
130214,The film has several strong performances .,3
130218,I have a new favorite musical -- and I 'm not even a fan of the genre,3
130230,This movie plays like an extended dialogue exercise in Retard 101 .,0
130241,Ninety minutes of Viva Castro !,2
130246,An indispensable peek at the art and the agony of making people laugh .,3
130259,"Judging by those standards , ` Scratch ' is a pretty decent little documentary .",3
130273,Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .,3
130287,"A direct-to-void release , heading nowhere .",2
130295,Whether Jason X is this bad on purpose is never clear .,0
130304,"Davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .",2
130332,"Soderbergh , like Kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .",4
130353,"... an incredibly heavy-handed , manipulative dud that feels all too familiar .",0
130362,"Unlike Trey Parker , Sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",1
130385,"Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .",3
130401,A Sha-Na-Na sketch punctuated with graphic violence .,2
130409,"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",4
130433,Everything is off .,1
130436,Here 's yet another cool crime movie that actually manages to bring something new into the mix .,3
130450,What a stiflingly unfunny and unoriginal mess this is !,0
130460,Its inescapable absurdities are tantamount to insulting the intelligence of anyone who has n't been living under a rock -LRB- since Sept. 11 -RRB- .,1
130484,"-LRB- Jackson and Bledel -RRB- seem to have been picked not for their acting chops , but for their looks and appeal to the pre-teen crowd .",1
130511,A lovely and beautifully photographed romance .,3
130516,"Feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",1
130549,"Serviceable at best , slightly less than serviceable at worst .",2
130557,It 's sort of a 21st century morality play with a Latino hip hop beat .,3
130573,An inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .,1
130596,"In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .",3
130627,"But the performances of Pacino , Williams , and Swank keep the viewer wide-awake all the way through .",4
130641,The gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .,4
130670,There are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .,3
130701,Rife with nutty cliches and far too much dialogue .,1
130708,It has the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references .,1
130725,"If it 's unnerving suspense you 're after -- you 'll find it with Ring , an indisputably spooky film ; with a screenplay to die for .",3
130753,Leaks treacle from every pore .,1
130760,The best thing that can be said of the picture is that it does have a few cute moments .,2
130776,One lousy movie .,1
130779,A rather tired exercise in nostalgia .,1
130785,"Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",4
130817,One-of-a-kind near-masterpiece .,4
130819,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .,0
130853,"Alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .",2
130865,Remember it .,3
130867,Skip the film and buy the Philip Glass soundtrack CD .,0
130875,essentially `` Fatal Attraction '' remade for viewers who were in diapers when the original was released in 1987 .,1
130895,Does n't do more than expand a TV show to movie length .,1
130906,Mushes the college-friends genre -LRB- The Big Chill -RRB- together with the contrivances and overwrought emotion of soap operas .,2
130927,"Meyjes focuses too much on Max when he should be filling the screen with this tortured , dull artist and monster-in-the - making .",2
130949,The Tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life .,0
130973,"Fubar is very funny , but not always in a laugh-out-loud way .",2
130985,"As aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four .",0
131011,"If you saw Benigni 's Pinocchio at a public park , you 'd grab your kids and run and then probably call the police .",1
131032,The characters are paper thin and the plot is so cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects .,0
131059,"Harris is supposed to be the star of the story , but comes across as pretty dull and wooden .",2
131073,"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '",3
131101,And I expect much more from a talent as outstanding as director Bruce McCulloch .,2
131114,A harrowing account of a psychological breakdown .,3
131121,"There 's absolutely no reason why Blue Crush , a late-summer surfer girl entry , should be as entertaining as it is",3
131140,"Overall , it 's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs .",2
131158,Oscar caliber cast does n't live up to material,1
131165,... the kind of movie you see because the theater has air conditioning .,1
131175,"When the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you 'd have a hard time believing it was just coincidence .",1
131203,"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .",1
131226,"` It 's painful to watch Witherspoon 's talents wasting away inside unnecessary films like Legally Blonde and Sweet Home Abomination , I mean , Alabama . '",0
131256,A family-friendly fantasy that ends up doing very little with its imaginative premise .,2
131267,"It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .",3
131309,"Chicago offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them .",3
131333,"No new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .",1
131351,"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",2
131383,"You come away thinking not only that Kate is n't very bright , but that she has n't been worth caring about and that maybe she , Janine and Molly -- an all-woman dysfunctional family -- deserve one another .",1
131418,The result is so tame that even slightly wised-up kids would quickly change the channel .,1
131433,One of the oddest and most inexplicable sequels in movie history .,2
131443,"A mostly believable , refreshingly low-key and quietly inspirational little sports drama .",3
131455,"Ana 's journey is not a stereotypical one of self-discovery , as she 's already comfortable enough in her own skin to be proud of her Rubenesque physique ...",2
131480,Falls short in explaining the music and its roots .,2
131488,"Boy oh boy , it 's a howler .",2
131496,"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",3
131522,One of the most genuinely sweet films to come along in quite some time .,4
131532,The movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true .,1
131555,Works because Reno does n't become smug or sanctimonious towards the audience .,4
131565,"A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .",3
131595,Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,0
131620,"Yes , I have given this movie a rating of zero .",0
131630,A film of delicate interpersonal dances .,3
131635,The film is full of charm .,3
131639,"In both the writing and cutting , it does not achieve the kind of dramatic unity that transports you .",2
131657,"To be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for God 's sake !",0
131676,"When Mr. Hundert tells us in his narration that ` this is a story without surprises , ' we nod in agreement .",2
131699,Time Out is as serious as a pink slip .,1
131705,Spy-vs .,2
131707,A listless and desultory affair .,1
131713,By the final whistle you 're convinced that this Mean Machine was a decent TV outing that just does n't have big screen magic .,1
131737,"This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .",3
131758,"Often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .",3
131790,"We could have expected a little more human being , and a little less product .",2
131804,Wonder of wonders -- a teen movie with a humanistic message .,3
131814,"Whether it 's the worst movie of 2002 , I ca n't say for sure : Memories of Rollerball have faded , and I skipped Country Bears .",1
131837,Proof of this is Ballistic : Ecks vs. Sever .,2
131841,Michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .,1
131859,"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",3
131879,There 's got to be a more graceful way of portraying the devastation of this disease .,1
131897,"Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",4
131932,"A moving tale of love and destruction in unexpected places , unexamined lives .",3
131945,Much of the digitally altered footage,2
131966,"If you can keep your eyes open amid all the blood and gore , you 'll see Del Toro has brought unexpected gravity to Blade II .",2
131989,"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",1
132013,"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",4
132040,It 's all pretty tame .,2
132045,A less-than-thrilling thriller .,0
132048,The plot meanders from gripping to plodding and back .,2
132056,Parts of the film feel a bit too much like an infomercial for Ram Dass 's latest book aimed at the boomer demographic .,1
132076,A prolonged extrusion of psychopathic pulp .,1
132083,"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",3
132099,"Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park -LRB- as well as one , Ms. Mirren , who did -RRB- , has succeeded beyond all expectation .",4
132136,The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ',2
132163,A lovably old-school Hollywood confection .,3
132169,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",1
